Symbol,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Valuation Grade,Growth Grade,Profitability Grade,Momentum Grade,EPS Revision Grade,Upcoming Announce Date,EPS Estimate,Revenue Estimate,Last Quarter Announce Date,EPS Actual,EPS Surprise,Revenue Actual,Revenue Surprise,Yield TTM,Payout Ratio,Div Consistency,Div Yield,Div Growth,Div Safety,Altman Z Score,Market Cap,P/E FWD,Price / Sales,EV / EBITDA,Price / Book,Net Income 3Y,Revenue 3Y,EPS Growth (FWD),EPS YoY,Revenue FWD,Revenue YoY,FCF Margin,EBITDA Margin,Profit Margin,Return on Assets,Return on Equity
SLB,3.23,3.66,4.37,D-,D-,A-,B,D-,-,0.52551,8689539640,4/24/2026,0.52,0.0058,8721000000,73426770,2.02%,42.12%,A-,D+,B,B-,2.80,85098684000,21.71,2.30,12.58,3.25,-4.85%,6.00%,-0.68%,-23.32%,2.70%,-0.37%,8.47%,20.90%,17.80%,6.11%,14.07%
SLF,4.08,3.50,3.80,C-,B+,C,B+,C+,5/6/2026,1.382324997,-,2/11/2026,1.443990128,0.067459395,-,-,3.60%,47.74%,B+,C+,C,B-,-,40054490000,12.57,1.60,12.34,2.39,6.48%,7.90%,10.24%,17.05%,6.99%,5.37%,-12.12%,16.49%,40.65%,0.89%,13.90%
SMG,3.11,4.00,4.12,B+,D-,B,C,B,7/29/2026,2.5279,1177230830,4/29/2026,4.53,0.51914,1459500000,56801300,4.28%,60.14%,C+,A,A-,C+,2.39,3582213600,14.21,1.03,10.50,NM,NM,-2.44%,27.26%,405.35%,-1.35%,1.95%,9.07%,16.26%,32.49%,3.25%,NM
SN,3.06,4.00,4.75,D-,B-,B+,B+,B,5/6/2026,1.01336,1379066300,2/11/2026,1.93,0.1237,2101434000,16008880,-,-,-,-,-,-,5.77,16268579000,18.92,2.53,15.34,6.05,44.52%,19.85%,16.62%,58.84%,12.85%,15.75%,4.04%,16.70%,49.01%,13.11%,30.41%
SNEX,4.94,-,5.00,A,B-,B,A+,A,5/6/2026,1.485,-,2/4/2026,-,0.34667,-,-,-,-,-,-,-,-,-,8277924400,17.33,0.05,-,3.28,14.13%,30.11%,19.52%,20.93%,-,32.55%,-,-,1.52%,0.75%,16.74%
SNX,3.46,4.00,4.36,B+,D,B-,A-,A+,-,4.0775,16685684530,3/31/2026,4.73,1.42319,17161198000,1513668820,0.81%,12.16%,C,B-,D,A-,2.58,18345247000,13.63,0.28,10.83,2.07,12.89%,1.66%,15.81%,50.10%,6.85%,10.39%,1.86%,3.11%,7.10%,2.81%,11.73%
SO,3.21,3.40,3.41,D+,C-,A+,C-,B-,7/30/2026,1.0125,7230987500,4/30/2026,1.32,0.10755,8397000000,291309920,3.06%,-,A+,B-,B,B,-,1.09022E+11,21.20,3.61,13.23,3.01,7.20%,0.31%,7.13%,-1.75%,6.93%,10.59%,-11.71%,47.13%,48.47%,2.79%,11.04%
SON,2.89,4.00,4.09,B+,D-,B+,C+,C-,-,1.49574,1886914860,4/21/2026,1.2,0.00329,1676442000,-32859770,4.23%,38.27%,A+,A,C+,C+,1.67,4949367000,8.59,0.66,7.79,1.39,26.72%,1.26%,9.64%,644.37%,12.72%,31.20%,11.07%,16.72%,20.91%,9.18%,20.15%
SPGI,2.27,3.88,4.70,F,C-,A,D-,D+,7/30/2026,4.94152,4085304430,4/28/2026,4.97,0.15295,4171000000,98929250,0.90%,20.89%,A+,F,B+,B+,4.84,1.26105E+11,21.70,8.19,18.19,4.05,19.37%,9.59%,12.19%,24.12%,7.58%,8.53%,33.69%,50.05%,70.47%,7.86%,13.94%
SPSC,1.12,4.00,3.41,B,D+,B+,F,C,-,1.09427,196755300,4/30/2026,1.1,0.12659,192121000,-579110,-,-,-,-,-,-,13.78,2178102000,12.38,2.92,11.49,2.29,16.27%,17.35%,14.41%,12.54%,10.34%,13.79%,19.34%,23.20%,69.30%,7.83%,9.65%
SRE,2.95,3.00,4.31,D,B-,F,C+,D+,5/7/2026,1.51444,4121150730,2/26/2026,1.28,0.1078,3749000000,-298649920,2.74%,54.66%,A-,C-,C+,A-,-,61850993000,18.52,4.51,19.50,1.96,-4.95%,-1.73%,5.97%,-37.78%,2.21%,3.92%,-202.36%,40.15%,41.18%,1.66%,5.19%
SSB,2.88,3.00,4.53,D+,D+,C,C,C-,7/30/2026,2.2957,676684820,4/23/2026,2.28,0.06704,662463000,-7231080,2.40%,24.30%,A-,D,C,C,-,9546962000,10.29,3.65,-,1.06,20.42%,18.06%,13.26%,51.63%,19.47%,46.34%,-,-,-,1.38%,10.60%
SSNC,3.26,3.00,4.22,C+,C-,A-,D,A-,7/23/2026,1.67816,1664352140,4/23/2026,1.69,0.03833,1648200000,18240880,1.53%,16.56%,C+,B+,C,B+,1.78,16680707000,10.05,2.63,11.72,2.45,10.27%,6.18%,11.48%,-0.07%,6.35%,7.46%,19.97%,31.88%,48.03%,3.98%,11.80%
STE,2.65,4.00,3.87,D+,C-,A,C,C-,5/11/2026,2.84857,1595538000,2/4/2026,2.53,-0.0025,1496200000,15036880,1.15%,23.81%,A-,D,B+,A,5.49,21027285000,21.02,3.62,14.40,2.94,NM,6.80%,7.86%,15.28%,4.67%,7.96%,14.94%,27.02%,44.32%,6.68%,10.47%
STLD,3.37,3.00,4.00,D-,C-,B,A-,A-,-,4.00212,5590710660,4/20/2026,2.78,-0.00535,5204858000,140664240,0.89%,21.71%,B+,D,A-,A-,4.89,33063664000,15.25,1.77,15.84,3.61,-26.08%,-4.14%,20.37%,23.01%,9.07%,10.44%,-0.17%,12.18%,14.04%,8.20%,15.25%
STNG,3.34,4.00,4.33,C+,F,A,B,B-,5/5/2026,2.62383,274465830,2/12/2026,1.62,0.09166,241424000,9687740,2.01%,28.88%,C-,C+,C,B-,3.18,3914220500,8.40,4.12,8.35,1.22,-18.55%,-15.64%,-22.66%,-46.54%,-11.14%,-24.58%,22.72%,48.26%,65.38%,8.79%,11.35%
STT,4.88,3.66,3.93,B-,B,A+,A+,A,7/14/2026,3.13901,3767087290,4/17/2026,2.84,0.19719,3796000000,108023620,2.16%,29.50%,A-,B,C-,A,-,42068590000,12.23,2.98,-,1.74,4.07%,5.94%,16.69%,10.77%,6.69%,9.99%,-,-,-,0.78%,11.26%
STZ,2.79,3.20,3.95,D,F,A,B,C-,6/26/2026,3.27507,2416434830,4/8/2026,1.9,0.18505,1920200000,40486390,2.68%,34.55%,C+,C-,A-,C+,3.00,26311408000,12.93,2.93,11.15,3.27,NM,-1.12%,-3.29%,NM,-3.13%,-10.48%,22.41%,37.03%,51.65%,7.70%,22.64%
SU,3.47,4.00,3.90,D,D-,A+,A-,A-,5/5/2026,1.413825654,10158944746,2/3/2026,0.80659945,0.052410446,9016315307,18102117.82,2.51%,50.64%,A-,C,C-,B-,2.16,80188660000,10.46,2.31,8.14,2.45,-13.29%,-5.71%,11.27%,2.75%,2.81%,-3.51%,13.02%,30.49%,59.08%,6.58%,13.20%
SUI,2.81,4.00,4.05,D-,C-,B,C,C+,-,0.73068,630404330,4/27/2026,0.1705,-0.3113,507900000,17064670,3.35%,63.61%,A,D,B+,A-,-,15914922000,-,6.70,19.11,2.31,92.24%,-8.34%,63.12%,NM,-8.97%,4.52%,22.40%,43.61%,53.23%,11.29%,0.25%
SWK,2.88,3.25,3.55,B+,D+,C,B-,D+,-,1.19573,3972653370,4/29/2026,0.8,0.20566,3846400000,99118720,4.21%,70.13%,A+,A-,C-,B-,1.99,12207925000,14.70,0.78,11.27,1.36,-19.04%,-2.49%,12.43%,3.40%,0.20%,-0.06%,5.53%,10.97%,30.62%,1.72%,4.17%
SWKS,3.23,3.50,3.28,B+,F,A-,B-,B,5/5/2026,1.04446,901794550,2/3/2026,1.54,0.14105,1035400000,33898900,4.08%,48.04%,B-,A,B-,A-,5.11,10438174000,14.83,2.60,10.64,1.81,-30.70%,-8.57%,-7.32%,-20.07%,-2.43%,0.22%,27.13%,23.33%,41.13%,5.01%,6.49%
SYK,3.07,3.00,4.24,D-,D,A+,C-,B,-,3.48212,6569099210,4/30/2026,2.6,-0.38377,6020000000,-309450070,1.17%,19.12%,A+,D+,A,B,5.09,1.12877E+11,19.70,4.46,17.63,4.91,8.30%,10.07%,11.16%,16.76%,9.40%,8.84%,20.19%,27.86%,64.91%,7.21%,15.20%
SYY,3.01,4.25,3.88,C-,D,A-,C+,C+,7/28/2026,1.51455,21897678650,4/28/2026,0.94,-0.00372,20519000000,-39283210,2.92%,47.37%,A+,C-,B+,C+,5.10,35409420000,16.14,0.43,10.71,15.42,3.95%,3.42%,4.78%,-7.04%,3.92%,3.44%,2.24%,5.46%,18.54%,6.21%,81.90%
TD,3.41,3.00,3.78,D+,C,F,A+,A,5/28/2026,1.610506355,10538995547,2/26/2026,1.783586617,0.133794353,10969788674,368836646.9,2.87%,48.80%,C+,C,C+,B,-,1.7906E+11,15.70,3.78,-,1.99,12.56%,12.97%,10.45%,162.81%,7.57%,23.63%,-,-,-,1.04%,17.82%
TDW,3.28,3.50,3.00,D+,C,A-,A-,C,5/4/2026,0.7,324402200,3/2/2026,0.4501,-0.3174,336798000,7408800,-,-,-,-,-,-,2.53,4355033600,21.63,3.25,10.45,3.19,NM,27.83%,20.95%,95.29%,6.35%,0.52%,32.75%,31.55%,49.22%,14.02%,26.97%
TECK,4.76,3.00,3.47,C-,B-,B-,B+,A,7/23/2026,0.636806404,2301266815,4/22/2026,1.277838627,0.456958606,2879152976,512079352.8,0.63%,11.59%,-,D+,-,-,1.96,28385622000,17.18,3.19,8.72,1.57,-13.78%,-9.03%,17.18%,NM,2.61%,27.45%,-2.30%,41.14%,30.91%,4.02%,5.92%
TEL,3.30,3.00,4.31,C,D+,A,C+,B+,-,2.8439,5009583730,4/22/2026,2.73,0.0305,4744000000,-16069490,1.37%,27.95%,B+,B-,A,A,5.04,60547944000,18.46,3.27,13.83,4.58,10.88%,4.34%,18.63%,114.32%,10.21%,16.66%,12.42%,25.30%,36.07%,11.32%,22.72%
TEX,2.80,4.00,3.84,C,D,C,B+,D+,-,1.34655,2171658750,5/1/2026,-,-,-,-,1.10%,-,D+,B-,B,B,2.38,7034619000,12.91,0.75,14.91,1.92,-9.69%,7.06%,-2.09%,-32.86%,18.16%,5.73%,6.37%,11.62%,19.39%,3.60%,11.26%
TFC,4.63,3.25,3.76,B-,C+,A-,B,B,7/17/2026,1.07569,5246897340,4/17/2026,1.09,0.09362,5197000000,14047410,4.08%,49.52%,C+,B,D+,C,-,63452620000,11.21,3.47,-,1.07,-4.56%,-4.80%,15.16%,NM,18.07%,61.80%,-,-,-,1.01%,8.58%
TGT,3.43,3.00,3.45,B-,F,A,A,A-,5/20/2026,1.3538,24336459620,3/3/2026,2.44,0.28021,30453000000,-20092390,3.52%,59.71%,A+,C+,B,B+,2.86,58538775000,16.11,0.56,9.09,3.61,10.05%,-1.34%,-1.33%,-8.24%,0.94%,-1.68%,2.47%,7.70%,27.93%,6.23%,24.03%
THO,2.69,3.00,3.44,B-,D+,C,D,C+,6/5/2026,1.98534,2668631910,3/3/2026,0.34,0.30459,2125856000,168685600,2.63%,36.17%,A,C,D-,A-,3.78,4111950000,18.68,0.42,7.79,0.95,-27.62%,-10.67%,4.11%,48.52%,0.03%,4.61%,1.26%,6.19%,13.95%,4.28%,7.21%
TIGO,4.60,3.66,3.77,C+,B+,A-,A+,B+,5/12/2026,0.84576,1973500000,2/26/2026,1.5143,0.7755,1652000000,114324720,3.56%,63.44%,F,C,D+,B,1.14,14127095000,19.81,2.43,8.68,3.87,95.18%,1.14%,50.17%,429.05%,12.95%,0.26%,23.79%,43.67%,77.47%,7.63%,37.86%
TJX,3.05,3.00,4.55,F,D+,A+,B+,C,5/20/2026,1.00586,13962664500,2/25/2026,1.43,0.04344,17743000000,364622540,1.08%,35.94%,A+,F,A+,A,6.31,1.73425E+11,30.67,2.89,21.45,17.04,16.24%,6.53%,9.99%,14.32%,6.23%,7.12%,6.45%,13.96%,30.96%,15.36%,59.13%
TKR,2.98,3.00,3.66,C,D+,C+,A-,C-,5/6/2026,1.5018,1162686500,2/4/2026,1.14,0.05357,1111000000,38794070,1.28%,26.08%,A,C+,B-,A-,2.78,7605807000,18.54,1.66,11.93,2.38,-10.88%,0.63%,4.52%,-17.64%,2.65%,0.19%,8.27%,17.26%,30.41%,4.32%,10.03%
TMDX,2.57,4.40,4.45,D,A-,A,D+,D+,5/5/2026,0.61125,174060700,2/24/2026,0.527,0.15311,160764000,5485110,-,-,-,-,-,-,4.77,3454761200,40.69,5.61,25.92,7.24,NM,86.42%,53.02%,382.53%,25.67%,37.13%,15.53%,22.21%,59.92%,17.81%,54.24%
TMO,3.18,3.75,4.65,F,D,A+,C,B+,-,5.71753,11705588290,4/23/2026,5.44,0.19888,11005000000,144213920,0.38%,7.60%,B-,D-,B+,A-,3.54,1.74368E+11,18.87,3.90,18.98,3.36,4.37%,1.05%,7.72%,6.67%,5.50%,5.36%,12.19%,24.99%,40.87%,6.05%,13.52%
TMUS,3.18,3.50,4.37,C-,C+,A+,C-,D+,7/30/2026,2.65,23008474570,4/28/2026,2.7655,0.6555,23107000000,91738020,1.94%,36.49%,D-,C-,B+,B,1.84,2.12177E+11,17.45,2.42,9.93,3.81,40.31%,4.61%,12.01%,-8.18%,6.71%,9.48%,11.92%,36.80%,63.29%,4.91%,18.02%
TNL,3.68,4.00,4.50,B,B-,B,B-,B+,-,1.87082,1040033070,4/22/2026,1.45,0.13728,961000000,6172220,3.54%,33.88%,B-,A-,A-,B+,2.34,4019952000,8.79,1.03,10.15,NM,-13.92%,3.63%,13.98%,-35.24%,3.13%,4.28%,13.12%,23.57%,50.74%,3.45%,NM
TRGP,3.34,3.00,4.59,F,B+,B+,B+,C+,5/7/2026,2.48453,4789295510,2/16/2026,2.6855,0.21179,4055500000,153680400,1.67%,47.11%,C,D-,B+,A+,2.22,54619845000,24.33,3.23,14.88,17.79,17.17%,-6.65%,26.03%,47.91%,12.80%,3.95%,-1.55%,28.46%,38.29%,7.63%,51.38%
TRI,1.65,4.00,4.22,C-,C,A,F,C,5/5/2026,1.19567,2042643550,2/5/2026,1.07,0.00793,2009000000,9447580,2.58%,60.87%,B+,B,D+,C+,9.06,41773167000,21.43,5.66,20.87,3.55,3.93%,4.10%,10.15%,-32.17%,6.13%,3.00%,21.65%,28.00%,39.22%,8.37%,12.40%
TRNO,3.24,-,3.83,F,A+,B,B-,B,5/5/2026,0.305,122314440,2/4/2026,0.4648,1.00921,137481000,9904030,3.14%,76.33%,A,D-,A-,B-,-,6935358000,49.82,14.04,27.60,1.63,26.73%,19.92%,-7.73%,103.65%,13.80%,24.51%,43.79%,59.77%,75.84%,7.48%,10.32%
TROW,2.80,4.00,2.61,B,D-,A-,C-,D,-,2.34088,1859173500,4/30/2026,2.52,0.17338,1861300000,8344750,4.94%,50.75%,A+,B,A,B+,7.64,22159452000,10.77,3.05,6.82,2.06,14.07%,6.32%,1.25%,5.87%,2.81%,4.23%,25.69%,39.53%,52.00%,14.55%,18.69%
TRP,3.10,4.00,3.75,D-,D,B-,C,D,-,0.600246982,2881090152,5/1/2026,-,-,-,-,3.73%,-,C+,C+,C+,B-,0.76,69400760000,25.01,6.25,17.65,3.80,67.56%,7.38%,-2.22%,-14.22%,8.29%,10.66%,-12.07%,62.54%,69.03%,2.96%,11.44%
TRU,2.68,5.00,4.27,C-,B,B+,D+,C,-,1.14749,1279864430,4/28/2026,1.18,0.06859,1245700000,27790040,0.67%,8.01%,D,C-,C+,A-,2.45,13598184000,14.82,2.89,12.96,2.86,37.56%,8.22%,12.59%,92.44%,9.82%,10.99%,15.86%,30.54%,58.83%,5.85%,15.25%
TS,3.32,4.00,3.92,D,D-,B+,A-,C+,5/6/2026,0.87262,2989394970,2/18/2026,0.87,0.08299,2995133000,38564960,2.79%,24.38%,B,C,C-,D,6.24,32219021000,17.89,2.82,10.77,1.95,-8.86%,0.62%,1.94%,1.34%,-0.21%,-4.33%,10.07%,23.27%,37.87%,9.63%,11.73%
TSM,4.97,3.88,4.52,C-,A-,A+,B+,A+,7/16/2026,3.73677,40055267104,4/16/2026,3.49,0.15607,35895015034,404520416.4,0.88%,4.43%,B-,C-,A+,D+,10.17,1.74937E+12,25.74,13.64,18.74,9.50,24.16%,21.62%,39.94%,47.47%,32.75%,30.66%,17.58%,69.60%,61.87%,22.04%,36.21%
TTC,3.35,4.00,3.80,C,D-,B+,B,A+,6/4/2026,1.5,1393663000,3/5/2026,0.74,0.092,1036300000,35680000,1.64%,35.50%,A+,B-,A,A-,4.37,9118481000,20.76,2.04,15.75,6.42,-11.68%,-1.28%,8.30%,-14.65%,2.59%,-0.55%,12.74%,14.13%,33.22%,8.95%,22.95%
TTE,4.96,3.75,3.71,B,C+,A+,B,B+,7/23/2026,2.82,55711632000,4/29/2026,2.45,0.29,49516000000,3233222670,4.26%,-,D+,B,D+,C,1.85,1.98031E+11,7.52,1.09,6.43,1.62,-10.64%,-10.62%,-,13.55%,-0.38%,-4.00%,5.46%,19.92%,38.45%,4.80%,12.51%
TW,3.29,3.50,3.60,F,B+,B-,C-,B+,7/30/2026,0.95068,564644640,4/29/2026,1.08,0.01619,617764000,1133350,0.45%,13.55%,D+,F,A-,B-,-,26359386000,27.62,11.03,-,3.65,40.40%,21.40%,16.05%,66.68%,14.76%,18.36%,-,-,93.55%,10.62%,13.56%
TXRH,2.73,3.25,3.83,D-,C+,B+,C,C-,5/7/2026,1.80799,1636153310,2/19/2026,1.28,-0.21749,1482031000,-13059500,1.76%,44.66%,B,D-,A,A,5.90,10423960000,25.16,1.79,16.56,7.15,14.55%,13.55%,5.63%,-5.72%,9.94%,9.39%,3.23%,11.60%,16.53%,11.43%,29.02%
TXT,2.86,4.00,3.58,C,D,B,B,D+,-,1.58854,3834015000,4/30/2026,1.45,0.14676,3695000000,189913820,0.08%,0.96%,C+,D,A-,A+,2.59,16490647000,14.62,1.10,11.21,2.09,2.83%,5.62%,10.07%,18.09%,5.85%,9.48%,8.92%,11.06%,17.70%,5.15%,12.25%
UBER,3.10,4.35,4.45,C,A-,A+,D+,C,5/6/2026,0.71563,13261188520,2/4/2026,0.71,-0.635,14366000000,43332980,-,-,-,-,-,-,4.08,1.53006E+11,22.66,3.01,24.42,5.74,NM,17.73%,-1.63%,3.62%,14.89%,18.28%,12.20%,12.13%,38.50%,16.27%,39.93%
UL,3.35,3.25,4.40,D+,D,A+,C-,A,7/28/2026,-,14737335835,2/12/2026,-,-,14938872404,274249039.2,3.81%,-,-,B,-,-,3.49,1.30621E+11,16.24,2.20,12.60,7.15,7.41%,-5.62%,3.24%,6.15%,-0.61%,-3.77%,12.42%,21.48%,46.95%,13.44%,30.96%
ULTA,3.01,3.50,4.07,D,D,A-,C+,B,6/2/2026,6.8756,3109130590,3/12/2026,8.01,-0.03254,3898361000,76025440,-,-,-,-,-,-,6.12,23171963000,18.63,1.92,13.56,8.38,-2.45%,6.68%,7.65%,1.18%,7.32%,9.71%,7.26%,14.80%,43.05%,16.48%,43.59%
UMBF,4.59,4.00,4.25,D+,C-,C+,B,A+,7/28/2026,3.08999,731100600,4/28/2026,3.41,0.59244,739159000,37364690,1.28%,13.66%,A+,D,C,C+,-,9819300000,10.03,3.60,-,1.30,28.27%,23.85%,12.91%,46.18%,23.57%,64.87%,-,-,-,1.21%,12.11%
UNH,3.48,4.06,4.32,C,D-,A+,B,A,7/14/2026,4.85326,1.10912E+11,4/21/2026,7.23,0.62824,1.11721E+11,2069426800,2.40%,54.10%,A-,B-,C+,A-,-,3.34931E+11,20.08,0.74,18.00,3.23,-16.52%,10.21%,-9.13%,-44.39%,4.48%,9.67%,3.93%,4.77%,18.80%,3.85%,12.18%
UNM,2.80,3.50,4.23,C-,C,D-,C+,F,7/28/2026,2.15551,2958000000,4/28/2026,2.14,0.08692,2799000000,-121631780,2.28%,16.79%,A-,D+,C+,B+,-,12916311000,9.28,1.02,12.63,1.20,-19.98%,3.48%,4.85%,-45.98%,-1.24%,4.39%,-24.38%,9.94%,29.53%,1.23%,6.69%
UNP,3.33,4.00,4.20,D+,D-,A+,B,B+,-,3.12957,6535227210,4/23/2026,2.93,0.06937,6217000000,-8483010,2.06%,46.05%,A+,B-,A,A,3.88,1.58118E+11,21.20,6.39,14.98,8.14,1.01%,-0.50%,7.05%,9.49%,3.80%,1.87%,16.33%,50.96%,56.53%,10.36%,40.69%
UPS,3.26,3.16,3.75,B+,D+,A+,B-,B-,-,1.64007,21608788250,4/28/2026,1.07,0.0494,21202000000,228233280,6.10%,97.33%,A-,A,A-,C,2.92,91399315000,15.12,1.03,9.59,5.80,-21.33%,-3.70%,0.88%,-9.82%,0.90%,-2.85%,5.30%,13.49%,22.44%,7.31%,33.35%
URBN,4.12,4.00,3.61,C+,C-,B-,B-,A-,5/19/2026,1.1448,1458037160,2/25/2026,1.43,0.16751,1801770000,11212060,-,-,-,-,-,-,4.19,5907344400,11.65,1.01,8.10,2.20,42.79%,8.74%,16.80%,18.78%,8.85%,11.07%,3.50%,12.01%,36.00%,9.28%,17.59%
URI,3.06,3.00,4.28,D+,C+,A+,B,C+,-,11.53625,4213479480,4/22/2026,9.71,0.77122,3985000000,110284220,0.77%,17.08%,D-,D+,A,A+,3.23,59465990000,20.18,3.70,16.35,6.64,4.63%,9.68%,7.61%,1.50%,6.45%,5.05%,11.43%,27.78%,38.39%,8.39%,28.24%
USB,3.46,3.66,3.95,C,D+,A+,B+,A,7/16/2026,1.25712,7548580120,4/16/2026,1.18,0.03893,7288000000,1502200,3.66%,43.19%,A-,B-,C-,B+,-,87546500000,11.03,3.29,-,1.48,9.37%,4.33%,14.28%,18.08%,5.53%,5.09%,-,-,-,1.11%,12.35%
USFD,4.20,3.50,4.53,D+,B+,C+,A,B+,5/7/2026,0.80918,9657868440,2/12/2026,1.04,0.0343,9800000000,-100548660,-,-,-,-,-,-,4.49,20491344000,19.49,0.54,15.31,4.76,36.64%,5.00%,21.41%,45.54%,4.52%,4.08%,2.09%,4.34%,17.41%,4.85%,15.30%
UTHR,3.11,4.00,4.33,C,D,A+,A-,C-,5/6/2026,6.85769,797376090,2/25/2026,7.7,0.94482,790200000,-21151170,-,-,-,-,-,-,15.38,24999311000,19.45,7.94,12.69,3.51,22.43%,18.02%,10.17%,13.07%,9.24%,10.61%,18.32%,50.36%,87.92%,16.94%,19.71%
V,3.42,4.00,4.65,F,B-,A+,D+,B,7/21/2026,3.2145,11349539790,4/28/2026,3.31,0.21045,11230000000,478924370,0.77%,20.90%,A-,F,A+,A,8.27,6.1805E+11,25.12,14.61,20.86,17.60,12.09%,11.57%,13.77%,15.22%,11.75%,14.37%,48.43%,70.06%,97.78%,23.39%,60.35%
VC,2.77,4.00,4.15,C+,D-,B-,B+,D+,-,2.15858,945857420,4/23/2026,1.65,-0.187,954000000,56195150,0.83%,10.11%,-,-,-,-,3.76,2959032300,13.07,0.79,6.77,1.90,6.66%,-1.01%,-3.62%,-48.21%,0.91%,-2.04%,6.27%,10.93%,13.38%,4.82%,11.65%
VCTR,2.89,3.00,3.60,C-,B-,B+,A-,D+,5/6/2026,1.61518,364966660,2/4/2026,1.78,0.12391,374122000,913160,2.52%,30.60%,C-,C-,A-,B+,2.57,4879855000,11.42,3.90,8.75,2.06,6.21%,15.18%,11.84%,-6.95%,20.85%,46.19%,31.40%,50.18%,56.56%,7.77%,18.61%
VEEV,3.17,3.80,4.13,C-,B-,A+,D,A-,5/27/2026,2.1352,857726420,3/4/2026,2.06,0.12482,835951000,24999880,-,-,-,-,-,-,16.50,28027589000,19.39,8.79,21.89,3.90,23.06%,14.03%,14.41%,25.93%,13.73%,16.34%,32.80%,30.83%,75.53%,10.12%,13.93%
VIK,3.13,3.66,4.31,F,B-,A+,A,B,5/14/2026,-0.10829,1012769150,3/3/2026,0.67,0.12048,1724358000,97578650,-,-,-,-,-,-,1.62,36354798000,24.53,5.56,21.71,33.21,42.26%,26.97%,30.60%,613.39%,16.46%,21.89%,11.10%,27.14%,44.48%,9.38%,254.46%
VIST,3.26,4.00,4.63,B,A-,C,B,C+,7/10/2026,2.942206455,942000000,4/29/2026,0.887421506,-0.25367733,865012000,153300100,-,-,-,-,-,-,1.92,7839844000,13.00,3.08,4.88,3.09,24.80%,30.78%,14.42%,44.77%,31.25%,63.99%,-16.99%,78.46%,78.48%,9.64%,35.08%
VLO,4.94,4.00,3.73,C,B+,A-,A-,B+,-,8.73313,35099738120,4/30/2026,4.22,1.05996,32381000000,2511341790,1.86%,24.25%,B,C-,C-,A,4.47,73802695000,9.20,0.64,9.06,3.11,-32.52%,-11.28%,30.15%,372.79%,-1.42%,-3.51%,3.21%,7.73%,14.58%,7.25%,8.30%
VLTO,2.99,3.00,4.10,D-,C-,A-,D+,B,7/29/2026,0.99928,1452611580,4/28/2026,1.07,0.06444,1422000000,22543960,0.55%,16.61%,D-,D,A+,B+,4.99,21521863000,20.61,3.89,16.66,7.16,2.88%,4.35%,9.41%,10.86%,6.00%,5.95%,13.74%,24.64%,59.86%,12.66%,36.46%
VOYA,2.99,3.00,3.75,B-,C+,B+,B+,D+,5/5/2026,2.01924,1995812000,2/3/2026,1.94,-0.13793,2111000000,120487000,2.23%,20.36%,C+,C+,D+,A,-,7629133000,8.63,0.97,11.24,1.56,8.64%,11.36%,12.63%,1.94%,0.95%,1.73%,18.45%,14.50%,55.92%,0.37%,11.24%
VRSK,1.89,4.00,3.73,D,D+,A+,D,C,-,1.9416,804835820,4/29/2026,1.82,0.08113,782600000,10228740,1.02%,25.55%,C-,D+,A+,B-,7.77,23729365000,23.71,8.08,18.45,NM,21.74%,7.39%,9.18%,-3.46%,6.04%,5.86%,30.44%,48.61%,69.98%,19.79%,NM
VRSN,3.11,3.00,4.00,D+,D,A+,B-,B,7/23/2026,2.35736,434371920,4/23/2026,2.34,0.0944,428900000,1974520,1.15%,34.48%,-,-,-,-,-4.80,24823562000,28.09,15.01,22.24,NM,6.56%,5.28%,10.01%,10.62%,5.80%,6.84%,47.96%,69.64%,88.35%,64.82%,NM
VRTX,2.99,3.60,4.40,D-,A+,A+,C,D,5/4/2026,4.30355,2998234700,2/12/2026,5.03,-0.11841,3190000000,15217750,-,-,-,-,-,-,11.93,1.07828E+11,22.20,9.03,20.05,5.77,5.97%,10.35%,272.81%,NM,9.14%,8.90%,21.44%,40.55%,53.67%,15.42%,22.54%
WAT,3.00,3.50,4.09,D-,C+,A,C,B+,5/5/2026,2.30788,1203243620,2/9/2026,4.53,0.02069,932362000,3641080,-,-,-,-,-,-,9.25,30148585000,21.35,5.77,28.43,7.14,-3.17%,2.12%,11.28%,0.47%,33.77%,6.99%,13.50%,34.56%,59.28%,12.66%,29.28%
WBS,3.08,-,3.07,D+,D,C+,A,C,7/20/2026,1.59551,749983710,4/28/2026,1.57,0.03849,735866000,1893460,2.22%,25.72%,-,C-,-,-,-,11703179000,11.05,4.30,-,1.26,5.04%,2.92%,10.92%,37.57%,7.56%,15.08%,-,-,-,1.19%,10.89%
WCC,2.98,4.00,4.27,D+,A,C-,A-,F,7/30/2026,4.01476,6417728250,4/30/2026,3.37,0.53533,6080100000,216232330,0.52%,13.22%,D-,D-,B,A+,3.03,17270268000,22.16,0.71,15.36,3.44,-8.31%,3.28%,15.11%,6.06%,7.15%,11.16%,0.71%,6.20%,21.19%,3.98%,13.39%
WEC,3.05,3.20,3.65,D,C+,C+,C,C+,5/5/2026,2.29761,3417437850,2/5/2026,1.42,0.03166,2537100000,350419160,3.09%,67.61%,A+,C+,B,A-,-,38256677000,20.99,3.86,15.79,2.81,3.42%,0.70%,7.15%,-0.41%,7.91%,13.96%,-21.83%,39.47%,42.38%,3.02%,11.58%
